Timestamp	Process	TID	Area	Category	EventID	Level	Message	Correlation
12/03/2019 05:32:07.662 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	Activity	bjtco	Information 	DroppedAggregatedActivity {"Name": "Office.Experimentation.DeserializeEcsConfig", "CV": "9DQT4OYOTUylgpIbmCBRyw.1.2.2", "ProcessIdentifier": ""}	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.664 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	Activity	bjtco	Information 	DroppedAggregatedActivity {"Name": "Office.Experimentation.ReadEcsConfig", "CV": "9DQT4OYOTUylgpIbmCBRyw.1.2", "ProcessIdentifier": ""}	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.666 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	Experiment Liblet	bqlqa	Information 	FlightManager::Init > Experiment Uptake Features - Feature triggered immediately after registry read. {"Treatment": false}	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.696 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	Resource Loading	b0yj0	Information 	No compressed resources in the package {"zipFile": "/Applications/Microsoft Word.app/en.zip"}	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.696 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	Resource Loading	b0yj0	Information 	No compressed resources in the package {"zipFile": "/Applications/Microsoft Word.app/en.zip"}	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.718 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	Microsoft_Office_Word_View	aszb3	Information 	Allocated MWD: [pmwd: 00007F9C9E1206E0]	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.718 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	Microsoft_Office_Word_View	aszb3	Information 	Allocated MWD: [pmwd: 00007F9C9E25D650]	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.719 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	Microsoft_Office_Word_View	aszb3	Information 	Allocated MWD: [pmwd: 00007F9C9E25D870]	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.719 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	Microsoft_Office_Word_View	aszb3	Information 	Allocated MWD: [pmwd: 00007F9C9E25DC40]	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.719 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	Microsoft_Office_Word_View	aszb3	Information 	Allocated MWD: [pmwd: 00007F9C9E25DE60]	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.719 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	Microsoft_Office_Word_View	aszb3	Information 	Allocated MWD: [pmwd: 00007F9C9E25E080]	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.719 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	Microsoft_Office_Word_View	aszb3	Information 	Allocated MWD: [pmwd: 00007F9C9E25E4D0]	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.737 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	Telemetry Event	biyhq	Information 	SendEvent {"EventName": "Office.Word.Save.AutorecoverySaveOptions", "Flags": 28147506277843201, "InternalSequenceNumber": 3, "Time": 2019-12-03T05:32:07Z, "Data.AutorecoverySaveOptions.AutorecoveryConfiguration": 3, "Data.AutorecoverySaveOptions.AutorecoveryInterval": 10}	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.747 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	Activity	bjtct	Information 	ActivityStarted {"Name": "Office.Graphics.CreateDevice", "CV": "9DQT4OYOTUylgpIbmCBRyw.1.3", "ProcessIdentifier": ""}	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.747 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	ARC Telemetry	cku8x	Information 	Factory is attempting to create new device	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.748 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	Activity	bjtcw	Information 	ActivityEnded {"Name": "Office.Graphics.CreateDevice", "CV": "9DQT4OYOTUylgpIbmCBRyw.1.3", "ProcessIdentifier": ""}	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.748 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	Telemetry Event	biyhq	Information 	SendEvent {"EventName": "Office.Graphics.CreateDevice", "Flags": 28147532047646977, "InternalSequenceNumber": 4, "Time": 2019-12-03T05:32:07Z, "Contract": "Office.System.Activity", "Activity.CV": "9DQT4OYOTUylgpIbmCBRyw.1.3", "Activity.Duration": 686, "Activity.Count": 1, "Activity.AggMode": 0, "Activity.Success": true}	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.750 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	DispatchQueue	bgpbr	Information 	UnderlyingTimerTable::Init: 0	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.750 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	Activity	bjtct	Information 	ActivityStarted {"Name": "Office.Telemetry.DynamicConfig.FetchConfigs", "CV": "9DQT4OYOTUylgpIbmCBRyw.1.4", "ProcessIdentifier": ""}	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.752 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	Dynamic Config	bsggw	Information 	Config parsing completed {"TotalConfigsParsed": 14, "TotalConfigsRejected": 0}	E01334F4-0EE6-4C4D-A582-921B982051CB 
12/03/2019 05:32:07.752 	com.microsoft.Word	0x1126015c0	                        com.microsoft.Word	Activity	bjtcw	Information 	ActivityEnded {"Name": "Office.Telemetry.DynamicConfig.FetchConfigs", "CV": "9DQT4OYOTUylgpIbmCBRyw.1.4", "ProcessIdentifier": ""}	E01334F4-0EE6-4C4D-A582-921B982051CB 
